"","x","items","count","total","rnd","customer","age","city","payment_type"
"264",264,"fruit/vegetable juice",1,813,12,"Eman",23,"Aswan","Cash"
"265",265,"pickled vegetables,coffee",2,2385,14,"Magdy",36,"Sohag","Cash"
"266",266,"bottled water",1,852,2,"Mohamed",25,"Alexandria","Cash"
"267",267,"frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices",7,882,10,"Samy",55,"Alexandria","Credit"
"268",268,"tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins",12,1044,13,"Sayed",37,"Cairo","Credit"
"269",269,"canned beer",1,2163,15,"Sameh",35,"Hurghada","Cash"
"270",270,"root vegetables",1,1604,14,"Magdy",36,"Sohag","Credit"
"271",271,"meat,citrus fruit,berries,root vegetables,whole milk,soda",6,1959,2,"Mohamed",25,"Alexandria","Cash"
"272",272,"frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles",5,906,11,"Hanan",22,"Fayoum","Cash"
"273",273,"tropical fruit,margarine,rum",3,1601,9,"Maged",60,"Hurghada","Cash"
"274",274,"tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles",8,516,7,"Huda",39,"Gharbia","Cash"
"275",275,"citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese ,domestic eggs,brown bread,margarine,baking powder,waffles",11,636,10,"Samy",55,"Alexandria","Cash"
"276",276,"hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice",11,756,10,"Samy",55,"Alexandria","Cash"
"277",277,"chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles",11,2371,11,"Hanan",22,"Fayoum","Credit"
"278",278,"chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns",7,1781,7,"Huda",39,"Gharbia","Credit"
"279",279,"frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda",8,572,4,"Adel",50,"Alexandria","Cash"
"280",280,"canned beer",1,1102,5,"Shimaa",55,"Port Said","Cash"
"281",281,"turkey,pip fruit,salad dressing,pastry",4,2356,3,"Ahmed",30,"Giza","Credit"
"282",282,"packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages",10,1026,13,"Sayed",37,"Cairo","Cash"
"283",283,"pasta",1,292,15,"Sameh",35,"Hurghada","Credit"
"284",284,"citrus fruit,tropical fruit",2,1692,15,"Sameh",35,"Hurghada","Cash"
"285",285,"sausage,whole milk,yogurt,rolls/buns,brown bread,pot plants",6,1339,5,"Shimaa",55,"Port Said","Cash"
"286",286,"whole milk,frozen meals,pastry,fruit/vegetable juice,waffles",5,2383,8,"Rania",37,"Dakahlia","Credit"
"287",287,"canned beer",1,2370,13,"Sayed",37,"Cairo","Cash"
"288",288,"citrus fruit,sugar,sauces",3,2299,13,"Sayed",37,"Cairo","Cash"
"289",289,"liquor (appetizer)",1,622,15,"Sameh",35,"Hurghada","Cash"
"290",290,"citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags",5,269,12,"Eman",23,"Aswan","Cash"
"291",291,"sausage",1,2035,11,"Hanan",22,"Fayoum","Credit"
"292",292,"chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers",9,337,3,"Ahmed",30,"Giza","Credit"
"293",293,"hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine",9,267,7,"Huda",39,"Gharbia","Cash"
"294",294,"sausage,pork,other vegetables,dessert,yogurt,oil,soda",7,656,5,"Shimaa",55,"Port Said","Credit"
"295",295,"beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner",6,2474,2,"Mohamed",25,"Alexandria","Credit"
"296",296,"citrus fruit,packaged fruit/vegetables,yogurt,bottled water",4,483,14,"Magdy",36,"Sohag","Credit"
"297",297,"UHT-milk,coffee",2,2279,7,"Huda",39,"Gharbia","Cash"
"298",298,"candy",1,1051,8,"Rania",37,"Dakahlia","Cash"
"299",299,"newspapers",1,143,5,"Shimaa",55,"Port Said","Credit"
"300",300,"beef,citrus fruit,other vegetables,yogurt",4,590,2,"Mohamed",25,"Alexandria","Credit"
"301",301,"sausage,rolls/buns",2,1120,2,"Mohamed",25,"Alexandria","Credit"
"302",302,"frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins",13,979,15,"Sameh",35,"Hurghada","Credit"
"303",303,"canned beer",1,1089,4,"Adel",50,"Alexandria","Credit"
"304",304,"bottled beer",1,256,2,"Mohamed",25,"Alexandria","Cash"
"305",305,"onions,soda,chewing gum,chocolate,newspapers",5,565,5,"Shimaa",55,"Port Said","Credit"
"306",306,"tropical fruit,packaged fruit/vegetables,cream cheese ,white bread,candy",5,2247,8,"Rania",37,"Dakahlia","Cash"
"307",307,"bottled water,white wine",2,660,5,"Shimaa",55,"Port Said","Cash"
"308",308,"beef,white bread,pastry,pasta,soap",5,1149,12,"Eman",23,"Aswan","Cash"
"309",309,"sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner",9,140,1,"Farida",22,"Cairo","Credit"
"310",310,"hair spray",1,597,5,"Shimaa",55,"Port Said","Credit"
"311",311,"chicken,whole milk,spices,long life bakery product,shopping bags",5,416,11,"Hanan",22,"Fayoum","Cash"
"312",312,"pork,citrus fruit,brown bread,pastry,sugar,cat food",6,1112,1,"Farida",22,"Cairo","Credit"
"313",313,"ice cream",1,163,14,"Magdy",36,"Sohag","Credit"
"314",314,"meat,hard cheese,bottled beer",3,143,11,"Hanan",22,"Fayoum","Cash"
"315",315,"other vegetables,yogurt,brown bread,instant coffee",4,591,11,"Hanan",22,"Fayoum","Credit"
"316",316,"bottled water,cake bar",2,2470,7,"Huda",39,"Gharbia","Credit"
"317",317,"tropical fruit,soda,salty snack",3,539,6,"Walaa",29,"Cairo","Credit"
"318",318,"photo/film",1,2275,12,"Eman",23,"Aswan","Credit"
"319",319,"sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes",7,427,5,"Shimaa",55,"Port Said","Cash"
"320",320,"grapes,root vegetables",2,1798,1,"Farida",22,"Cairo","Credit"
"321",321,"domestic eggs,brown bread,photo/film",3,398,13,"Sayed",37,"Cairo","Credit"
"322",322,"rolls/buns,canned fish,canned beer",3,468,8,"Rania",37,"Dakahlia","Credit"
"323",323,"tropical fruit,whole milk",2,1491,9,"Maged",60,"Hurghada","Cash"
"324",324,"chicken",1,631,6,"Walaa",29,"Cairo","Cash"
"325",325,"frankfurter,other vegetables,yogurt,brown bread,bottled water",5,1564,9,"Maged",60,"Hurghada","Cash"
"326",326,"berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent",11,2180,5,"Shimaa",55,"Port Said","Cash"
"327",327,"margarine,hygiene articles",2,1673,12,"Eman",23,"Aswan","Credit"
"328",328,"tropical fruit,yogurt,rolls/buns,soda,shopping bags",5,526,13,"Sayed",37,"Cairo","Cash"
"329",329,"ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy",9,2268,13,"Sayed",37,"Cairo","Credit"
"330",330,"hamburger meat,white bread,salty snack",3,923,11,"Hanan",22,"Fayoum","Cash"
"331",331,"yogurt,mayonnaise,rolls/buns,soda,napkins",5,1912,15,"Sameh",35,"Hurghada","Cash"
"332",332,"soda,specialty chocolate",2,847,4,"Adel",50,"Alexandria","Cash"
"333",333,"yogurt",1,1761,11,"Hanan",22,"Fayoum","Cash"
"334",334,"soda",1,539,10,"Samy",55,"Alexandria","Credit"
"335",335,"bottled water",1,1098,1,"Farida",22,"Cairo","Credit"
"336",336,"sausage,meat,hamburger meat,rubbing alcohol",4,1070,2,"Mohamed",25,"Alexandria","Cash"
"337",337,"citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles",8,1727,14,"Magdy",36,"Sohag","Cash"
"338",338,"shopping bags",1,1134,8,"Rania",37,"Dakahlia","Cash"
"339",339,"newspapers",1,1644,7,"Huda",39,"Gharbia","Credit"
"340",340,"frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",8,1248,10,"Samy",55,"Alexandria","Cash"
"341",341,"sausage,citrus fruit,whole milk,canned beer",4,824,13,"Sayed",37,"Cairo","Cash"
"342",342,"frankfurter,rolls/buns",2,730,13,"Sayed",37,"Cairo","Cash"
"343",343,"salt,salty snack,cookware",3,1143,3,"Ahmed",30,"Giza","Cash"
"344",344,"oil",1,1398,5,"Shimaa",55,"Port Said","Credit"
"345",345,"curd,beverages,cream cheese ,rolls/buns,pastry,soda,cake bar,chewing gum",8,397,9,"Maged",60,"Hurghada","Credit"
"346",346,"other vegetables,butter,specialty chocolate",3,578,14,"Magdy",36,"Sohag","Credit"
"347",347,"citrus fruit",1,1261,2,"Mohamed",25,"Alexandria","Cash"
"348",348,"frankfurter,whole milk,butter milk",3,1520,5,"Shimaa",55,"Port Said","Cash"
"349",349,"root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack",6,952,13,"Sayed",37,"Cairo","Cash"
"350",350,"tropical fruit,whole milk,frozen meals,bottled beer",4,1157,13,"Sayed",37,"Cairo","Credit"
"351",351,"beef,hamburger meat,pip fruit",3,2013,7,"Huda",39,"Gharbia","Credit"
"352",352,"berries,whipped/sour cream,cereals,waffles,shopping bags",5,1482,14,"Magdy",36,"Sohag","Cash"
"353",353,"canned beer",1,1544,3,"Ahmed",30,"Giza","Cash"
"354",354,"whipped/sour cream,canned beer,red/blush wine",3,608,8,"Rania",37,"Dakahlia","Cash"
"355",355,"root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",5,1802,10,"Samy",55,"Alexandria","Credit"
"356",356,"whole milk,soda",2,626,6,"Walaa",29,"Cairo","Cash"
"357",357,"beef",1,1453,2,"Mohamed",25,"Alexandria","Cash"
"358",358,"frozen vegetables",1,1547,12,"Eman",23,"Aswan","Cash"
"359",359,"rolls/buns,bottled beer",2,107,1,"Farida",22,"Cairo","Credit"
"360",360,"whole milk,hygiene articles",2,447,13,"Sayed",37,"Cairo","Cash"
"361",361,"whole milk",1,2054,9,"Maged",60,"Hurghada","Cash"
"362",362,"citrus fruit,whole milk,curd,soft cheese",4,1396,1,"Farida",22,"Cairo","Credit"
"363",363,"pastry,fruit/vegetable juice",2,1806,14,"Magdy",36,"Sohag","Credit"
"364",364,"frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread",8,213,4,"Adel",50,"Alexandria","Cash"
"365",365,"tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs",5,696,4,"Adel",50,"Alexandria","Cash"
"366",366,"frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins",7,2202,5,"Shimaa",55,"Port Said","Cash"
"367",367,"berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent",10,2052,13,"Sayed",37,"Cairo","Cash"
"368",368,"rolls/buns,brown bread,pastry,coffee,bottled beer",5,2129,4,"Adel",50,"Alexandria","Credit"
"369",369,"root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee",7,2245,13,"Sayed",37,"Cairo","Cash"
"370",370,"yogurt",1,2080,5,"Shimaa",55,"Port Said","Cash"
"371",371,"other vegetables,bottled water",2,939,14,"Magdy",36,"Sohag","Cash"
"372",372,"berries,white bread",2,2133,15,"Sameh",35,"Hurghada","Credit"
"373",373,"berries,coffee",2,1274,11,"Hanan",22,"Fayoum","Credit"
"374",374,"other vegetables,butter milk,frozen meals,bottled water",4,830,15,"Sameh",35,"Hurghada","Credit"
"375",375,"rolls/buns,newspapers",2,945,5,"Shimaa",55,"Port Said","Credit"
"376",376,"ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles",8,1893,11,"Hanan",22,"Fayoum","Cash"
"377",377,"whole milk,frozen dessert,salty snack,napkins",4,1793,2,"Mohamed",25,"Alexandria","Cash"
"378",378,"tropical fruit,butter milk,rolls/buns,bottled water",4,699,10,"Samy",55,"Alexandria","Credit"
"379",379,"bottled water",1,1973,4,"Adel",50,"Alexandria","Credit"
"380",380,"butter milk,yogurt",2,509,2,"Mohamed",25,"Alexandria","Cash"
"381",381,"newspapers",1,1711,8,"Rania",37,"Dakahlia","Cash"
"382",382,"coffee",1,905,10,"Samy",55,"Alexandria","Cash"
"383",383,"bottled beer,liquor",2,559,13,"Sayed",37,"Cairo","Cash"
"384",384,"onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags",11,400,11,"Hanan",22,"Fayoum","Credit"
"385",385,"hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags",7,1985,11,"Hanan",22,"Fayoum","Credit"
"386",386,"sausage,liver loaf,other vegetables,cream cheese ,pastry,soap,shopping bags",7,674,1,"Farida",22,"Cairo","Credit"
"387",387,"hard cheese,pastry,napkins",3,1819,1,"Farida",22,"Cairo","Credit"
"388",388,"sausage,tropical fruit,condensed milk,rolls/buns",4,2119,9,"Maged",60,"Hurghada","Credit"
"389",389,"hamburger meat",1,1404,11,"Hanan",22,"Fayoum","Credit"
"390",390,"onions,whole milk,beverages,frozen dessert",4,1007,3,"Ahmed",30,"Giza","Cash"
"391",391,"coffee",1,480,5,"Shimaa",55,"Port Said","Credit"
"392",392,"shopping bags",1,1660,9,"Maged",60,"Hurghada","Cash"
"393",393,"yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",6,621,10,"Samy",55,"Alexandria","Credit"
"394",394,"soda",1,632,10,"Samy",55,"Alexandria","Cash"
"395",395,"sliced cheese",1,2031,8,"Rania",37,"Dakahlia","Credit"
"396",396,"sausage,whole milk,coffee",3,2048,8,"Rania",37,"Dakahlia","Credit"
"397",397,"yogurt,chocolate",2,239,12,"Eman",23,"Aswan","Cash"
"398",398,"domestic eggs,rolls/buns,dish cleaner,hygiene articles",4,279,8,"Rania",37,"Dakahlia","Cash"
"399",399,"whole milk",1,157,8,"Rania",37,"Dakahlia","Cash"
"400",400,"meat,other vegetables,whole milk,whipped/sour cream",4,1385,11,"Hanan",22,"Fayoum","Cash"
"401",401,"dish cleaner,bathroom cleaner,hygiene articles,napkins",4,845,10,"Samy",55,"Alexandria","Cash"
"402",402,"other vegetables,red/blush wine",2,1044,2,"Mohamed",25,"Alexandria","Credit"
"403",403,"whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags",10,1516,15,"Sameh",35,"Hurghada","Credit"
"404",404,"other vegetables,whole milk,rolls/buns,Instant food products",4,1601,8,"Rania",37,"Dakahlia","Cash"
"405",405,"tropical fruit,other vegetables",2,1593,6,"Walaa",29,"Cairo","Cash"
"406",406,"baking powder,bottled water,salty snack,chewing gum",4,1816,13,"Sayed",37,"Cairo","Cash"
"407",407,"specialty bar",1,313,3,"Ahmed",30,"Giza","Cash"
"408",408,"ice cream",1,1337,10,"Samy",55,"Alexandria","Credit"
"409",409,"frankfurter,yogurt",2,1596,3,"Ahmed",30,"Giza","Cash"
"410",410,"canned beer",1,276,5,"Shimaa",55,"Port Said","Cash"
"411",411,"bottled water",1,2445,11,"Hanan",22,"Fayoum","Cash"
"412",412,"other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer",6,1148,3,"Ahmed",30,"Giza","Cash"
"413",413,"citrus fruit,tropical fruit,onions,other vegetables,shopping bags",5,131,3,"Ahmed",30,"Giza","Credit"
"414",414,"sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",7,1050,10,"Samy",55,"Alexandria","Credit"
"415",415,"domestic eggs,rolls/buns,specialty bar,napkins",4,1562,11,"Hanan",22,"Fayoum","Cash"
"416",416,"pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles",7,1498,7,"Huda",39,"Gharbia","Cash"
"417",417,"specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack",6,723,14,"Magdy",36,"Sohag","Credit"
"418",418,"pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine",6,2486,7,"Huda",39,"Gharbia","Cash"
"419",419,"beef,berries,whipped/sour cream,domestic eggs,rolls/buns",5,439,12,"Eman",23,"Aswan","Credit"
"420",420,"other vegetables,pet care",2,1189,13,"Sayed",37,"Cairo","Cash"
"421",421,"chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes",6,2148,2,"Mohamed",25,"Alexandria","Cash"
"422",422,"soda,chewing gum",2,2235,8,"Rania",37,"Dakahlia","Credit"
"423",423,"whole milk",1,475,8,"Rania",37,"Dakahlia","Credit"
"424",424,"rolls/buns",1,156,3,"Ahmed",30,"Giza","Cash"
"425",425,"bottled beer",1,1183,14,"Magdy",36,"Sohag","Cash"
"426",426,"root vegetables,pastry,bottled water,male cosmetics",4,1467,10,"Samy",55,"Alexandria","Cash"
"427",427,"pastry",1,410,4,"Adel",50,"Alexandria","Cash"
"428",428,"berries,pet care,cake bar,shopping bags",4,2005,5,"Shimaa",55,"Port Said","Credit"
"429",429,"citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener",8,2071,7,"Huda",39,"Gharbia","Credit"
"430",430,"whole milk,oil,canned fruit,fruit/vegetable juice",4,1723,8,"Rania",37,"Dakahlia","Cash"
"431",431,"soda,misc. beverages",2,1977,8,"Rania",37,"Dakahlia","Cash"
"432",432,"bottled water,soda",2,615,9,"Maged",60,"Hurghada","Credit"
"433",433,"tropical fruit,other vegetables,rolls/buns",3,2455,1,"Farida",22,"Cairo","Credit"
"434",434,"salty snack",1,1376,15,"Sameh",35,"Hurghada","Cash"
"435",435,"bottled water,canned beer",2,707,12,"Eman",23,"Aswan","Cash"
"436",436,"chocolate",1,1011,14,"Magdy",36,"Sohag","Credit"
"437",437,"citrus fruit,UHT-milk,cream cheese ,frozen vegetables",4,2074,15,"Sameh",35,"Hurghada","Credit"
"438",438,"bottled water,canned beer,male cosmetics",3,415,8,"Rania",37,"Dakahlia","Credit"
"439",439,"onions,other vegetables,pastry,bottled water,soda,napkins",6,2180,4,"Adel",50,"Alexandria","Cash"
"440",440,"dessert,oil,cat food,soda",4,966,15,"Sameh",35,"Hurghada","Credit"
"441",441,"beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers",11,1525,13,"Sayed",37,"Cairo","Credit"
"442",442,"rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy",7,2236,9,"Maged",60,"Hurghada","Credit"
"443",443,"beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda",7,244,9,"Maged",60,"Hurghada","Credit"
"444",444,"soda",1,1126,1,"Farida",22,"Cairo","Cash"
"445",445,"coffee,hygiene articles",2,244,10,"Samy",55,"Alexandria","Credit"
"446",446,"rolls/buns,brown bread,bottled water",3,338,9,"Maged",60,"Hurghada","Cash"
"447",447,"pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags",9,2175,3,"Ahmed",30,"Giza","Cash"
"448",448,"soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers",6,1070,2,"Mohamed",25,"Alexandria","Cash"
"449",449,"sausage,ham,other vegetables,ice cream,white bread",5,1481,14,"Magdy",36,"Sohag","Cash"
"450",450,"beef,root vegetables,other vegetables,rolls/buns,sugar",5,1589,10,"Samy",55,"Alexandria","Credit"
"451",451,"whole milk,butter,bottled water,bottled beer",4,1136,14,"Magdy",36,"Sohag","Credit"
"452",452,"pork,ice cream,hygiene articles,house keeping products",4,1050,13,"Sayed",37,"Cairo","Cash"
"453",453,"berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar",7,708,7,"Huda",39,"Gharbia","Credit"
"454",454,"sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products ",8,671,5,"Shimaa",55,"Port Said","Cash"
"455",455,"bottled water,misc. beverages,cling film/bags",3,2095,6,"Walaa",29,"Cairo","Cash"
"456",456,"tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water",8,1050,1,"Farida",22,"Cairo","Credit"
"457",457,"herbs,bottled water",2,2118,8,"Rania",37,"Dakahlia","Credit"
"458",458,"yogurt,rolls/buns",2,1382,14,"Magdy",36,"Sohag","Credit"
"459",459,"Instant food products",1,903,12,"Eman",23,"Aswan","Cash"
"460",460,"specialty chocolate",1,1023,12,"Eman",23,"Aswan","Cash"
"461",461,"coffee",1,526,15,"Sameh",35,"Hurghada","Cash"
"462",462,"bottled beer,liquor",2,1297,14,"Magdy",36,"Sohag","Credit"
"463",463,"beef,root vegetables",2,2404,4,"Adel",50,"Alexandria","Cash"
"464",464,"whole milk,honey,waffles",3,2298,9,"Maged",60,"Hurghada","Cash"
"465",465,"frankfurter,rolls/buns,pastry,snack products,specialty bar",5,1144,10,"Samy",55,"Alexandria","Cash"
"466",466,"frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film",10,1578,3,"Ahmed",30,"Giza","Credit"
"467",467,"other vegetables,whole milk,cream cheese ",3,2320,4,"Adel",50,"Alexandria","Credit"
"468",468,"frankfurter,root vegetables,pickled vegetables,soda,seasonal products",5,2134,7,"Huda",39,"Gharbia","Cash"
"469",469,"whole milk,rolls/buns,newspapers",3,1742,10,"Samy",55,"Alexandria","Cash"
"470",470,"frankfurter,margarine,dental care",3,1316,5,"Shimaa",55,"Port Said","Credit"
"471",471,"other vegetables,salty snack",2,2153,8,"Rania",37,"Dakahlia","Cash"
"472",472,"bottled water,shopping bags",2,2336,5,"Shimaa",55,"Port Said","Cash"
"473",473,"pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles",8,1076,11,"Hanan",22,"Fayoum","Credit"
"474",474,"bottled water",1,449,6,"Walaa",29,"Cairo","Credit"
